Question_Code,Short_Description,Related_Variables,Answer_code,Answer_meaning,Long_Description
INHALEVER,EVER USED INHALANTS,(,97,REFUSED,"The answers that people give us about their use of inhalants are important to this study's success. We know that this information is personal, but remember your answers will be kept confidential. Please think again about answering this question: Have you ever, even once, used any type of inhalant for kicks or to get high? NOTE: This variable was coded as 1 if respondents answered yes to the above question and 91 if respondents answered the above question as no (see below). This variable also was coded as 1 if the questions corresponding to any of the following variables were answered as yes: AMYLNIT, CLEFLU, GAS, GLUE, ETHER, SOLVENT, LGAS, NITOXID, FELTMARKR, SPPAINT, AIRDUSTER, OTHAEROS, or INHALOTH. This variable also was coded as 91 if all of the above variables were coded as 91. (AIRDUSTER, AMYLNIT, CLEFLU, ETHER, FELTMARKR, GAS, GLUE, INHALOTH, INREF, LGAS, NITOXID, OTHAEROS, SOLVENT,"
INHALEVER,EVER USED INHALANTS,(,98,BLANK (NO ANSWER),"The answers that people give us about their use of inhalants are important to this study's success. We know that this information is personal, but remember your answers will be kept confidential. Please think again about answering this question: Have you ever, even once, used any type of inhalant for kicks or to get high? NOTE: This variable was coded as 1 if respondents answered yes to the above question and 91 if respondents answered the above question as no (see below). This variable also was coded as 1 if the questions corresponding to any of the following variables were answered as yes: AMYLNIT, CLEFLU, GAS, GLUE, ETHER, SOLVENT, LGAS, NITOXID, FELTMARKR, SPPAINT, AIRDUSTER, OTHAEROS, or INHALOTH. This variable also was coded as 91 if all of the above variables were coded as 91. (AIRDUSTER, AMYLNIT, CLEFLU, ETHER, FELTMARKR, GAS, GLUE, INHALOTH, INREF, LGAS, NITOXID, OTHAEROS, SOLVENT,"
INHALAGE,AGE WHEN FIRST USED INHALANTS,(IN02),RANGE,Jan-70,How old were you the first time you used any inhalant for kicks or to get high?
INHALAGE,AGE WHEN FIRST USED INHALANTS,(IN02),985,BAD DATA Logically assigned,How old were you the first time you used any inhalant for kicks or to get high?
INHALAGE,AGE WHEN FIRST USED INHALANTS,(IN02),991,NEVER USED INHALANTS,How old were you the first time you used any inhalant for kicks or to get high?
INHALAGE,AGE WHEN FIRST USED INHALANTS,(IN02),994,DON'T KNOW,How old were you the first time you used any inhalant for kicks or to get high?
INHALAGE,AGE WHEN FIRST USED INHALANTS,(IN02),997,REFUSED,How old were you the first time you used any inhalant for kicks or to get high?
INHALAGE,AGE WHEN FIRST USED INHALANTS,(IN02),998,BLANK (NO ANSWER),How old were you the first time you used any inhalant for kicks or to get high?
INHALYFU,YEAR OF FIRST INHALANT USE - RECODE,"(IN03A, IN03B, IN03C)",RANGE,2020 - 2022,Did you first use an inhalant of any kind for kicks or to get high in [CURRENT YEAR - 1] or [CURRENT YEAR]? Did you first use an inhalant of any kind for kicks or to get high in [CURRENT YEAR - 2] or [CURRENT YEAR - 1]? In what month in [CURRENT YEAR] did you first use an inhalant of any kind for kicks or to get high?
INHALYFU,YEAR OF FIRST INHALANT USE - RECODE,"(IN03A, IN03B, IN03C)",9985,BAD DATA Logically assigned,Did you first use an inhalant of any kind for kicks or to get high in [CURRENT YEAR - 1] or [CURRENT YEAR]? Did you first use an inhalant of any kind for kicks or to get high in [CURRENT YEAR - 2] or [CURRENT YEAR - 1]? In what month in [CURRENT YEAR] did you first use an inhalant of any kind for kicks or to get high?
INHALYFU,YEAR OF FIRST INHALANT USE - RECODE,"(IN03A, IN03B, IN03C)",9989,LEGITIMATE SKIP Logically assigned,Did you first use an inhalant of any kind for kicks or to get high in [CURRENT YEAR - 1] or [CURRENT YEAR]? Did you first use an inhalant of any kind for kicks or to get high in [CURRENT YEAR - 2] or [CURRENT YEAR - 1]? In what month in [CURRENT YEAR] did you first use an inhalant of any kind for kicks or to get high?
INHALYFU,YEAR OF FIRST INHALANT USE - RECODE,"(IN03A, IN03B, IN03C)",9991,NEVER USED INHALANTS,Did you first use an inhalant of any kind for kicks or to get high in [CURRENT YEAR - 1] or [CURRENT YEAR]? Did you first use an inhalant of any kind for kicks or to get high in [CURRENT YEAR - 2] or [CURRENT YEAR - 1]? In what month in [CURRENT YEAR] did you first use an inhalant of any kind for kicks or to get high?
INHALYFU,YEAR OF FIRST INHALANT USE - RECODE,"(IN03A, IN03B, IN03C)",9994,DON'T KNOW,Did you first use an inhalant of any kind for kicks or to get high in [CURRENT YEAR - 1] or [CURRENT YEAR]? Did you first use an inhalant of any kind for kicks or to get high in [CURRENT YEAR - 2] or [CURRENT YEAR - 1]? In what month in [CURRENT YEAR] did you first use an inhalant of any kind for kicks or to get high?
INHALYFU,YEAR OF FIRST INHALANT USE - RECODE,"(IN03A, IN03B, IN03C)",9997,REFUSED,Did you first use an inhalant of any kind for kicks or to get high in [CURRENT YEAR - 1] or [CURRENT YEAR]? Did you first use an inhalant of any kind for kicks or to get high in [CURRENT YEAR - 2] or [CURRENT YEAR - 1]? In what month in [CURRENT YEAR] did you first use an inhalant of any kind for kicks or to get high?
INHALYFU,YEAR OF FIRST INHALANT USE - RECODE,"(IN03A, IN03B, IN03C)",9998,BLANK (NO ANSWER),Did you first use an inhalant of any kind for kicks or to get high in [CURRENT YEAR - 1] or [CURRENT YEAR]? Did you first use an inhalant of any kind for kicks or to get high in [CURRENT YEAR - 2] or [CURRENT YEAR - 1]? In what month in [CURRENT YEAR] did you first use an inhalant of any kind for kicks or to get high?
INHALYFU,YEAR OF FIRST INHALANT USE - RECODE,"(IN03A, IN03B, IN03C)",9999,LEGITIMATE SKIP,Did you first use an inhalant of any kind for kicks or to get high in [CURRENT YEAR - 1] or [CURRENT YEAR]? Did you first use an inhalant of any kind for kicks or to get high in [CURRENT YEAR - 2] or [CURRENT YEAR - 1]? In what month in [CURRENT YEAR] did you first use an inhalant of any kind for kicks or to get high?
INHALMFU,MONTH OF FIRST INHALANT USE - RECODE,"(IN03C, IN03D)",1,January,In what month in [CURRENT YEAR] did you first use an inhalant of any kind for kicks or to get high? In what month in [YEAR FROM IN03a or IN03b] did you first use an inhalant of any kind for kicks or to get high?
INHALMFU,MONTH OF FIRST INHALANT USE - RECODE,"(IN03C, IN03D)",2,February,In what month in [CURRENT YEAR] did you first use an inhalant of any kind for kicks or to get high? In what month in [YEAR FROM IN03a or IN03b] did you first use an inhalant of any kind for kicks or to get high?
INHALMFU,MONTH OF FIRST INHALANT USE - RECODE,"(IN03C, IN03D)",3,March,In what month in [CURRENT YEAR] did you first use an inhalant of any kind for kicks or to get high? In what month in [YEAR FROM IN03a or IN03b] did you first use an inhalant of any kind for kicks or to get high?
INHALMFU,MONTH OF FIRST INHALANT USE - RECODE,"(IN03C, IN03D)",4,April,In what month in [CURRENT YEAR] did you first use an inhalant of any kind for kicks or to get high? In what month in [YEAR FROM IN03a or IN03b] did you first use an inhalant of any kind for kicks or to get high?
INHALMFU,MONTH OF FIRST INHALANT USE - RECODE,"(IN03C, IN03D)",5,May,In what month in [CURRENT YEAR] did you first use an inhalant of any kind for kicks or to get high? In what month in [YEAR FROM IN03a or IN03b] did you first use an inhalant of any kind for kicks or to get high?
INHALMFU,MONTH OF FIRST INHALANT USE - RECODE,"(IN03C, IN03D)",6,June,In what month in [CURRENT YEAR] did you first use an inhalant of any kind for kicks or to get high? In what month in [YEAR FROM IN03a or IN03b] did you first use an inhalant of any kind for kicks or to get high?
INHALMFU,MONTH OF FIRST INHALANT USE - RECODE,"(IN03C, IN03D)",7,July,In what month in [CURRENT YEAR] did you first use an inhalant of any kind for kicks or to get high? In what month in [YEAR FROM IN03a or IN03b] did you first use an inhalant of any kind for kicks or to get high?
INHALMFU,MONTH OF FIRST INHALANT USE - RECODE,"(IN03C, IN03D)",8,August,In what month in [CURRENT YEAR] did you first use an inhalant of any kind for kicks or to get high? In what month in [YEAR FROM IN03a or IN03b] did you first use an inhalant of any kind for kicks or to get high?
INHALMFU,MONTH OF FIRST INHALANT USE - RECODE,"(IN03C, IN03D)",9,September,In what month in [CURRENT YEAR] did you first use an inhalant of any kind for kicks or to get high? In what month in [YEAR FROM IN03a or IN03b] did you first use an inhalant of any kind for kicks or to get high?
INHALMFU,MONTH OF FIRST INHALANT USE - RECODE,"(IN03C, IN03D)",10,October,In what month in [CURRENT YEAR] did you first use an inhalant of any kind for kicks or to get high? In what month in [YEAR FROM IN03a or IN03b] did you first use an inhalant of any kind for kicks or to get high?
INHALMFU,MONTH OF FIRST INHALANT USE - RECODE,"(IN03C, IN03D)",11,November,In what month in [CURRENT YEAR] did you first use an inhalant of any kind for kicks or to get high? In what month in [YEAR FROM IN03a or IN03b] did you first use an inhalant of any kind for kicks or to get high?
INHALMFU,MONTH OF FIRST INHALANT USE - RECODE,"(IN03C, IN03D)",12,December,In what month in [CURRENT YEAR] did you first use an inhalant of any kind for kicks or to get high? In what month in [YEAR FROM IN03a or IN03b] did you first use an inhalant of any kind for kicks or to get high?
INHALMFU,MONTH OF FIRST INHALANT USE - RECODE,"(IN03C, IN03D)",85,BAD DATA Logically assigned,In what month in [CURRENT YEAR] did you first use an inhalant of any kind for kicks or to get high? In what month in [YEAR FROM IN03a or IN03b] did you first use an inhalant of any kind for kicks or to get high?
INHALMFU,MONTH OF FIRST INHALANT USE - RECODE,"(IN03C, IN03D)",89,LEGITIMATE SKIP Logically assigned,In what month in [CURRENT YEAR] did you first use an inhalant of any kind for kicks or to get high? In what month in [YEAR FROM IN03a or IN03b] did you first use an inhalant of any kind for kicks or to get high?
INHALMFU,MONTH OF FIRST INHALANT USE - RECODE,"(IN03C, IN03D)",91,NEVER USED INHALANTS,In what month in [CURRENT YEAR] did you first use an inhalant of any kind for kicks or to get high? In what month in [YEAR FROM IN03a or IN03b] did you first use an inhalant of any kind for kicks or to get high?
INHALMFU,MONTH OF FIRST INHALANT USE - RECODE,"(IN03C, IN03D)",94,DON'T KNOW,In what month in [CURRENT YEAR] did you first use an inhalant of any kind for kicks or to get high? In what month in [YEAR FROM IN03a or IN03b] did you first use an inhalant of any kind for kicks or to get high?
INHALMFU,MONTH OF FIRST INHALANT USE - RECODE,"(IN03C, IN03D)",97,REFUSED,In what month in [CURRENT YEAR] did you first use an inhalant of any kind for kicks or to get high? In what month in [YEAR FROM IN03a or IN03b] did you first use an inhalant of any kind for kicks or to get high?
INHALMFU,MONTH OF FIRST INHALANT USE - RECODE,"(IN03C, IN03D)",98,BLANK (NO ANSWER),In what month in [CURRENT YEAR] did you first use an inhalant of any kind for kicks or to get high? In what month in [YEAR FROM IN03a or IN03b] did you first use an inhalant of any kind for kicks or to get high?
INHALMFU,MONTH OF FIRST INHALANT USE - RECODE,"(IN03C, IN03D)",99,LEGITIMATE SKIP,In what month in [CURRENT YEAR] did you first use an inhalant of any kind for kicks or to get high? In what month in [YEAR FROM IN03a or IN03b] did you first use an inhalant of any kind for kicks or to get high?
INHALREC,TIME SINCE LAST USED INHALANTS,"(INLAST, INRECDK, INRECRE)",1,Within the past 30 days,How long has it been since you last used any inhalant for kicks or to get high?
INHALREC,TIME SINCE LAST USED INHALANTS,"(INLAST, INRECDK, INRECRE)",2,More than 30 days ago but within the past 12 mos,How long has it been since you last used any inhalant for kicks or to get high?
INHALREC,TIME SINCE LAST USED INHALANTS,"(INLAST, INRECDK, INRECRE)",3,More than 12 months ago,How long has it been since you last used any inhalant for kicks or to get high?
INHALREC,TIME SINCE LAST USED INHALANTS,"(INLAST, INRECDK, INRECRE)",8,Used at some point in the past 12 mos LOG ASSN,How long has it been since you last used any inhalant for kicks or to get high?
INHALREC,TIME SINCE LAST USED INHALANTS,"(INLAST, INRECDK, INRECRE)",9,Used at some point in lifetime LOG ASSN,How long has it been since you last used any inhalant for kicks or to get high?
INHALREC,TIME SINCE LAST USED INHALANTS,"(INLAST, INRECDK, INRECRE)",85,BAD DATA Logically assigned,How long has it been since you last used any inhalant for kicks or to get high?
INHALREC,TIME SINCE LAST USED INHALANTS,"(INLAST, INRECDK, INRECRE)",91,NEVER USED INHALANTS,How long has it been since you last used any inhalant for kicks or to get high?
INHALREC,TIME SINCE LAST USED INHALANTS,"(INLAST, INRECDK, INRECRE)",97,REFUSED,How long has it been since you last used any inhalant for kicks or to get high?
INHALREC,TIME SINCE LAST USED INHALANTS,"(INLAST, INRECDK, INRECRE)",98,BLANK (NO ANSWER),How long has it been since you last used any inhalant for kicks or to get high?
INHALYFQ,TOTAL # OF DAYS USED INHALANT PAST 12 MONTHS,(TOTINHAL),RANGE,1 - 337,
INHALYFQ,TOTAL # OF DAYS USED INHALANT PAST 12 MONTHS,(TOTINHAL),985,BAD DATA Logically assigned,
INHALYFQ,TOTAL # OF DAYS USED INHALANT PAST 12 MONTHS,(TOTINHAL),991,NEVER USED INHALANTS,
INHALYFQ,TOTAL # OF DAYS USED INHALANT PAST 12 MONTHS,(TOTINHAL),993,DID NOT USE INHALANTS IN THE PAST 12 MOS,
INHALYFQ,TOTAL # OF DAYS USED INHALANT PAST 12 MONTHS,(TOTINHAL),994,DON'T KNOW,
INHALYFQ,TOTAL # OF DAYS USED INHALANT PAST 12 MONTHS,(TOTINHAL),997,REFUSED,
INHALYFQ,TOTAL # OF DAYS USED INHALANT PAST 12 MONTHS,(TOTINHAL),998,BLANK (NO ANSWER),
INHTOTFG,TRIMMING INDICATOR FOR INHALYFQ,(TOTINHAL),2,Trimmed relative to the 30-day freq,
INHTOTFG,TRIMMING INDICATOR FOR INHALYFQ,(TOTINHAL),98,BLANK (NO ANSWER),
INHFQFLG,TRIMMED INHALYFQ IF R USED < 12 MOS,(TOTINHAL),1,Trimmed to be consistent with mo/yr of 1st use,
INHFQFLG,TRIMMED INHALYFQ IF R USED < 12 MOS,(TOTINHAL),98,BLANK (NO ANSWER),
INHEASWY,EASIEST WAY TO TELL US # DAYS USED INHALANTS,(INFRAME3),1,Prefer to answer in days per week,"Now think about the past 12 months, from [DATEFILL] through today. We want to know how many days you've used an inhalant of any kind for kicks or to get high during the past 12 months. What would be the easiest way for you to tell us how many days you've done this?"
INHEASWY,EASIEST WAY TO TELL US # DAYS USED INHALANTS,(INFRAME3),2,Prefer to answer in days per month,"Now think about the past 12 months, from [DATEFILL] through today. We want to know how many days you've used an inhalant of any kind for kicks or to get high during the past 12 months. What would be the easiest way for you to tell us how many days you've done this?"
INHEASWY,EASIEST WAY TO TELL US # DAYS USED INHALANTS,(INFRAME3),3,Prefer to answer in days per year,"Now think about the past 12 months, from [DATEFILL] through today. We want to know how many days you've used an inhalant of any kind for kicks or to get high during the past 12 months. What would be the easiest way for you to tell us how many days you've done this?"
INHEASWY,EASIEST WAY TO TELL US # DAYS USED INHALANTS,(INFRAME3),11,Prefer to ans in days per wk LOG ASSN,"Now think about the past 12 months, from [DATEFILL] through today. We want to know how many days you've used an inhalant of any kind for kicks or to get high during the past 12 months. What would be the easiest way for you to tell us how many days you've done this?"
INHEASWY,EASIEST WAY TO TELL US # DAYS USED INHALANTS,(INFRAME3),12,Prefer to ans in days per mo LOG ASSN,"Now think about the past 12 months, from [DATEFILL] through today. We want to know how many days you've used an inhalant of any kind for kicks or to get high during the past 12 months. What would be the easiest way for you to tell us how many days you've done this?"
INHEASWY,EASIEST WAY TO TELL US # DAYS USED INHALANTS,(INFRAME3),13,Prefer to ans in days per yr LOG ASSN,"Now think about the past 12 months, from [DATEFILL] through today. We want to know how many days you've used an inhalant of any kind for kicks or to get high during the past 12 months. What would be the easiest way for you to tell us how many days you've done this?"
INHEASWY,EASIEST WAY TO TELL US # DAYS USED INHALANTS,(INFRAME3),85,BAD DATA Logically assigned,"Now think about the past 12 months, from [DATEFILL] through today. We want to know how many days you've used an inhalant of any kind for kicks or to get high during the past 12 months. What would be the easiest way for you to tell us how many days you've done this?"
INHEASWY,EASIEST WAY TO TELL US # DAYS USED INHALANTS,(INFRAME3),91,NEVER USED INHALANTS,"Now think about the past 12 months, from [DATEFILL] through today. We want to know how many days you've used an inhalant of any kind for kicks or to get high during the past 12 months. What would be the easiest way for you to tell us how many days you've done this?"
INHEASWY,EASIEST WAY TO TELL US # DAYS USED INHALANTS,(INFRAME3),93,DID NOT USE INHALANTS IN THE PAST 12 MOS,"Now think about the past 12 months, from [DATEFILL] through today. We want to know how many days you've used an inhalant of any kind for kicks or to get high during the past 12 months. What would be the easiest way for you to tell us how many days you've done this?"
INHEASWY,EASIEST WAY TO TELL US # DAYS USED INHALANTS,(INFRAME3),94,DON'T KNOW,"Now think about the past 12 months, from [DATEFILL] through today. We want to know how many days you've used an inhalant of any kind for kicks or to get high during the past 12 months. What would be the easiest way for you to tell us how many days you've done this?"
INHEASWY,EASIEST WAY TO TELL US # DAYS USED INHALANTS,(INFRAME3),97,REFUSED,"Now think about the past 12 months, from [DATEFILL] through today. We want to know how many days you've used an inhalant of any kind for kicks or to get high during the past 12 months. What would be the easiest way for you to tell us how many days you've done this?"
INHEASWY,EASIEST WAY TO TELL US # DAYS USED INHALANTS,(INFRAME3),98,BLANK (NO ANSWER),"Now think about the past 12 months, from [DATEFILL] through today. We want to know how many days you've used an inhalant of any kind for kicks or to get high during the past 12 months. What would be the easiest way for you to tell us how many days you've done this?"
INHDYSYR,# DAYS USED INHALANT PAST 12 MONTHS,(INYRAVE),RANGE,1 - 180,On how many days in the past 12 months did you use an inhalant of any kind for kicks or to get high?
INHDYSYR,# DAYS USED INHALANT PAST 12 MONTHS,(INYRAVE),985,BAD DATA Logically assigned,On how many days in the past 12 months did you use an inhalant of any kind for kicks or to get high?
INHDYSYR,# DAYS USED INHALANT PAST 12 MONTHS,(INYRAVE),989,LEGITIMATE SKIP Logically assigned,On how many days in the past 12 months did you use an inhalant of any kind for kicks or to get high?
INHDYSYR,# DAYS USED INHALANT PAST 12 MONTHS,(INYRAVE),991,NEVER USED INHALANTS,On how many days in the past 12 months did you use an inhalant of any kind for kicks or to get high?
INHDYSYR,# DAYS USED INHALANT PAST 12 MONTHS,(INYRAVE),993,DID NOT USE INHALANTS IN THE PAST 12 MOS,On how many days in the past 12 months did you use an inhalant of any kind for kicks or to get high?
INHDYSYR,# DAYS USED INHALANT PAST 12 MONTHS,(INYRAVE),994,DON'T KNOW,On how many days in the past 12 months did you use an inhalant of any kind for kicks or to get high?
