variable_name,description
KSSLR6YR,"NOTE: The following variable, KSSLR6YR, is a score with values ranging from 0 to 24 indicating the level of psychological distress during the worst month of the past year, that was not the past 30 days. This variable is only defined for respondents who reported that there was a month in the past 12 months when he/she was more depressed, anxious, or emotionally stressed than during the past 30 days (IRDSTWORST=1). This score variable is based on imputation-revised values for a series of six questions asking respondents how frequently they experienced symptoms of psychological distress during their worst month in the past year (only if the worst month was not the past 30 days). These questions are from the K6 and include the following symptoms of distress: feeling nervous (IRDSTNRV12), feeling hopeless (IRDSTHOP12), feeling restless or fidgety (IRDSTRST12), feeling so sad or depressed that nothing could cheer them up (IRDSTCHR12), feeling that everything was an effort (IRDSTEFF12), and feeling down on themselves, no good, or worthless (IRDSTNGD12). For each of the six items listed above, responses of ""all of the time"" were coded 4, ""most of the time"" were coded 3, ""some of the time"" were coded 2, ""a little of the time"" were coded 1, and ""none of the time"" were coded 0. These assigned values were summed across the six items to calculate a total score for KSSLR6YR. For respondents who indicated that they did not have a month in the past year worse than the past 30 days, KSSLR6YR was set to missing. Specific details about this variable are provided in the Recoded Mental Health Appendix. (IRDSTCHR12, IRDSTEFF12, IRDSTHOP12, IRDSTNGD12, IRDSTNRV12, IRDSTRST12, IRDSTWORST)"
IRLSDYFU,
IRSEVPNRMIS,NOTE: IRSEVPNRMIS and IISEVPNRMIS were created using the DSM-5 based SUD variables that do not include use disorder data from past year users but not misusers of prescription pain relievers.
KSSLR6YRED,"NOTE: The following variable, KSSLR6YRED, is a score with values ranging from 0 to 24 indicating the level of psychological distress during the worst month of the past year, that was not the past 30 days. This variable is only defined for respondents who reported that there was a month in the past 12 months when he/she was more depressed, anxious, or emotionally stressed than during the past 30 days (DSTWORST=1). This score variable is based on a series of six questions asking respondents how frequently they experienced symptoms of psychological distress during their worst month in the past year (only if the worst month was not the past 30 days). These questions are from the K6 and include the following symptoms of distress: feeling nervous (DSTNRV12), feeling hopeless (DSTHOP12), feeling restless or fidgety (DSTRST12), feeling so sad or depressed that nothing could cheer them up (DSTCHR12), feeling that everything was an effort (DSTEFF12), and feeling down on themselves, no good, or worthless (DSTNGD12). For each of the six items listed above, responses of ""all of the time"" were coded 4, ""most of the time"" were coded 3, ""some of the time"" were coded 2, ""a little of the time"" were coded 1, and ""none of the time"" were coded 0. These assigned values were summed across the six items to calculate a total score for KSSLR6YRED. For respondents who indicated that they did not have a month in the past year worse than the past 30 days, KSSLR6YRED was set to missing. Specific details about this variable are provided in the Recoded Mental Health Appendix. (DSTCHR12, DSTEFF12, DSTHOP12, DSTNGD12, DSTNRV12, DSTRST12, DSTWORST)"
IRMARIT,NOTE: The variable IRMARIT reflects the move of the marital status questions from self-administration in 2015 back to interviewer administration in 2016. This variable is considered to be comparable with corresponding variables in 2002 to 2014 (when this question also was interviewer- administered) but is not considered to be comparable with the marital status variable IRMARITSTAT in 2015. Analytic goals should be considered prior to pooling or comparing marital status data from 2015 with data from other years.
IRSEVPNRUNM,NOTE: IRSEVPNRUNM and IISEVPNRUNM were created using the DSM-5 based SUD variables that do not include use disorder data from past year misusers of prescription pain relievers.
LANGVER,
IRMCDCHP,
IRSEVSEDMIS,NOTE: IRSEVSEDMIS and IISEVSEDMIS were created using the DSM-5 based SUD variables that do not include use disorder data from past year users but not misusers of prescription sedatives.
LGAS,"Have you ever, even once, inhaled lighter gases, such as butane or propane for kicks or to get high?"
IRMEDICR,
IRSEVSEDUNM,NOTE: IRSEVSEDUNM and IISEVSEDUNM were created using the DSM-5 based SUD variables that do not include use disorder data from past year misusers of prescription sedatives.
LGASEVER,
IRMETHAM30N,
IRSEVSTMMIS,NOTE: IRSEVSTMMIS and IISEVSTMMIS were created using the DSM-5 based SUD variables that do not include use disorder data from past year users but not misusers of prescription stimulants.
LMIPY,"The following variable, LMIPY, is an indicator for Mild (Low) Mental Illness (LMI). This indicator is derived from mental illness variables based on the 2012 model. Specific details about this variable can be found in the Recoded Mental Health Appendix."
IRMETHAMAGE,
IRSEVSTMUNM,NOTE: IRSEVSTMUNM and IISEVSTMUNM were created using the DSM-5 based SUD variables that do not include use disorder data from past year misusers of prescription stimulants.
LMMIPY,"The following variable, LMMIPY, is an indicator for Mild (Low) Mental Illness (LMI) or Moderate Mental Illness (MMI). This indicator is derived from mental illness variables based on the 2012 model. Specific details about this variable are provided in the Recoded Mental Health Appendix. This mental illness variable is referred to as any mental illness (AMI) excluding serious mental illness (SMI)."
IRMETHAMREC,
IRSEVTRQMIS,NOTE: IRSEVTRQMIS and IISEVTRQMIS were created using the DSM-5 based SUD variables that do not include use disorder data from past year users but not misusers of prescription tranquilizers.
LMMISUD5ANY,
IRMETHAMYFQ,
IRSEVTRQUNM,NOTE: IRSEVTRQUNM and IISEVTRQUNM were created using the DSM-5 based SUD variables that do not include use disorder data from past year misusers of prescription tranquilizers.
LSD,"The next questions are about substances called hallucinogens. These drugs often cause people to see or experience things that are not real. A list of some common hallucinogens is shown below. These and many other substances that people use as hallucinogens are often known by street names, and we can't list them all. Please take a moment to look at the substances listed below so you know what kind of drugs the next questions are about. LSD, also called 'acid' PCP, also called 'angel dust' or phencyclidine Peyote Mescaline Psilocybin 'Ecstasy' or 'Molly', also called MDMA Ketamine, also called 'Special K' or 'Super K' DMT, also called dimethyltryptamine AMT, also called alpha-methyltryptamine Foxy, also called 5-MeO-DIPT Salvia divinorum Have you ever, even once, used LSD, also called 'acid'?"
IRMETHAMYFU,
IRSEX,"Beginning with the 2002 survey, missing values for the gender question (QD01) were no longer permitted. Thus, no imputation was required. This variable has the prefix 'IR', which stands for 'Imputation Revised', only for the sake of consistency with data sets from earlier surveys."
LSDAGE,Now think only about LSD. How old were you the first time you used LSD?
IRMHTERED,
IRSMKLSS30N,
LSDAGLST,The computer recorded that you last used LSD [LSDREC FILL]. How old were you the last time you used LSD?
IRMHTINHOSP,
IRSMKLSSREC,
LSDFLAG,
IRMHTINOPL,
IRSMKLSSTRY,
LSDMFU,In what month in [CURRENT YEAR] did you first use LSD? In what month in [YEAR FROM LS06 or LS07] did you first use LSD?
IRMHTINRHAB,
IRSMKLSSYFU,
LSDMLU,In what month in [CURRENT YEAR] did you last use LSD? In what month in [YEAR FROM LU13a or LU13b] did you last use LSD?
IRMHTINRSMH,
IRSTMANYREC,
LSDMON,
IRMHTOUTDOC,
IRSTMNM30FQ,
LSDREC,How long has it been since you last used LSD?
IRMHTOUTHOSP,
IRSTMNMAGE,
LSDYFU,Did you first use LSD in [CURRENT YEAR - 1] or [CURRENT YEAR]? Did you first use LSD in [CURRENT YEAR - 2] OR [CURRENT YEAR - 1]? In what month in [CURRENT YEAR] did you first use LSD?
IRMHTOUTMHCR,
IRSTMNMINIT,
LSDYLU,Did you last use LSD in [CURRENT YEAR - 1] or [CURRENT YEAR]? Did you last use LSD in [CURRENT YEAR - 2] or [CURRENT YEAR - 1]? In what month in [CURRENT YEAR] did you last use LSD?
IRMHTOUTOPL,
IRSTMNMREC,
LSDYR,
IRMHTOUTRHAB,
IRSTMNMYFU,"NOTE: The following four variables pertain to the age and date of first misuse of stimulants. Respondents who were past year initiates (IRSTMNMINIT=1), that is respondents who misused stimulants for the first time in the 12 months prior to the date of the interview, are included in the domain. Respondents who are not past year initiates (IRSTMNMINIT ne 1) receive an appropriate skip code."
LVLDIFCARE2,"Do you have difficulty with self-care, such as washing all over or dressing?"
IRMHTOUTSCHL,
IRSUICTHNK,
LVLDIFCOMM2,"Using your usual language, do you have difficulty communicating, for example understanding or being understood?"
IRMHTOUTTHRP,
IRSUIPLANYR,
LVLDIFHEAR2,"Do you have difficulty hearing, even when using hearing aids?"
IRMHTPEERSPC,
IRSUITRYYR,
LVLDIFMEM2,Do you have difficulty remembering or concentrating?
IRMHTPHVID,
IRSUTDETOX,
LVLDIFSEE2,"Do you have difficulty seeing, even when wearing glasses or contact lenses?"
IRMHTRXMED,
IRSUTERED,
LVLDIFWALK2,Do you have difficulty walking or climbing steps?
IRMHTSUPPGRP,
IRSUTINHOSP,
MAIIN102,"The Census provides data for five types of American Indian areas (AIAs): • Federally-recognized American Indian reservations (AIRs) and off-reservation trust land areas – areas that have been set aside by the U.S. for the use of American Indian tribes. The tribes have primary governmental authority over the AIRs and associated off-reservation trust lands. Federal AIRs may cross State and all other area boundaries. • State-recognized American Indian Reservations (SAIRs) - reservations established by some State governments for tribes recognized by the State. The tribes may have governmental authority over the SAIRs. SAIRs must be defined within a single State but may cross county and other types of boundaries. • Oklahoma tribal statistical areas (OTSAs) - areas intended to represent the former American Indian reservations that existed in Indian and Oklahoma territories prior to Oklahoma statehood in 1907. OTSAs are contained within the State of Oklahoma but may cross all other area boundaries. • Tribal designated statistical areas (TDSAs) - areas identified and delineated for federally-recognized American Indian tribes that do not currently have an AIR or off-reservation trust land. A TDSA is intended to encompass a compact and contiguous area that contains a concentration of individuals who identify with the delineating federally-recognized American Indian tribe. TDSAs may cross State and all other area boundaries. • State designated tribal statistical areas (SDTSAs) - areas identified and delineated for State-recognized tribes that are not federally- recognized and do not have an AIR or off-reservation trust land. SDTSAs provide State-recognized tribes without reservations statistical data for a geographic area that encompasses a substantial concentration of tribal members. SDTSAs must be defined within a single State but may cross county and other types of boundaries. The AIAs are mutually exclusive, i.e., no AIA can overlap another AIA. In cases where more than one tribe claims jurisdiction over an area, the Census Bureau creates a joint-use area as a separate entity to define this area of dual claims. Some NSDUH segments can cross more than one AIA. In order to assign a single AIA to a segment, a ‘majority’ AIA variable was created by summing the total number of dwelling units within each of the AIAs within the segment and then assigning the AIA with the most dwelling units to that segment. The resulting 'majority' AIAs were summarized to form MAIIN102. MAIIN102 is based on 2010 census data."
IRMJAGE,
IRSUTINOPL,
MDEIMPY,"The following variable, MDEIMPY, is derived from the maximum severity level of MDE role impairment (YSDSOVRL) and is restricted to adolescents with past year MDE (YMDEYR)."
IRMJFM,
IRSUTINRHAB,
MEDICARE,"The next questions are about [SAMPLE MEMBER POSS] health insurance coverage and the kinds and amounts of income that [SAMPLE MEMBER] and other people in your family receive.This information will help in planning health care services and finding ways to lower costs of care. NOTE: Beginning in 2003, respondents under the age of 65 who reported that they were covered by Medicare were asked to confirm their answer. Several government programs provide medical care or help pay medical bills. Medicare is a health insurance program for people aged 65 and older and for certain people with disabilities. Is [SAMPLE MEMBER A] covered by Medicare?"
IRMJFY,
IRSUTINRSMH,
MEDMJPA2,NOTE: MEDMJPA2 indicates whether respondents were living in a State in which a law allowing use of marijuana for medical reasons had been passed at the time of the interview. The entire sample was classified into one of the following two categories: MEDMJPA2 was coded as 1 if the respondent was in a State where a law or initiative allowing the use of marijuana for medical reasons had been passed on or before the interview date; MEDMJPA2 was coded as 2 if (a) the respondent was in a State in which a law or initiative allowing the use of marijuana for medical reasons had not been passed at any time during the survey year; or (b) the respondent was in a State where a law or initiative allowing the use of marijuana for medical reasons had been passed during the survey year but after the interview date.
IRMJMONVAPE,
IRSUTOUTDOC,
MEFQFLG,
IRMJRC,
IRSUTOUTHOSP,
MESC,"Have you ever, even once, used mescaline?"
IRMJYFU,
IRSUTOUTMHCR,
MESCEVER,
IRMJYRVAPE,
IRSUTOUTOPL,
METHAGLST,The computer recorded that you last used methamphetamine [MEREC FILL]. How old were you the last time you used methamphetamine?
IRNICVAP30N,
IRSUTOUTRHAB,
METHAM30E,What is your best estimate of the number of days you used methamphetamine during the past 30 days?
