Question_Code,Short_description,Answer_code,Answer_meaning,Long_description
MHLEGAL,Facility provides legal advocacy (Q.B8),M,Missing Data,
MHEMGCY,Facility provides psychiatric emergency walk-in services (Q.B8),0,No,
MHEMGCY,Facility provides psychiatric emergency walk-in services (Q.B8),1,Yes,
MHEMGCY,Facility provides psychiatric emergency walk-in services (Q.B8),L,Logical Skip,
MHEMGCY,Facility provides psychiatric emergency walk-in services (Q.B8),M,Missing Data,
MHSUICIDE,Facility provides suicide prevention services (Q.B8),0,No,
MHSUICIDE,Facility provides suicide prevention services (Q.B8),1,Yes,
MHSUICIDE,Facility provides suicide prevention services (Q.B8),L,Logical Skip,
MHSUICIDE,Facility provides suicide prevention services (Q.B8),M,Missing Data,
MHCONSUMER,Facility provides peer support services (Q.B8),0,No,
MHCONSUMER,Facility provides peer support services (Q.B8),1,Yes,
MHCONSUMER,Facility provides peer support services (Q.B8),L,Logical Skip,
MHCONSUMER,Facility provides peer support services (Q.B8),M,Missing Data,
MHHBV,Facility provides testing for Hepatitis B (HBV) (Q.B8),0,No,
MHHBV,Facility provides testing for Hepatitis B (HBV) (Q.B8),1,Yes,
MHHBV,Facility provides testing for Hepatitis B (HBV) (Q.B8),L,Logical Skip,
MHHBV,Facility provides testing for Hepatitis B (HBV) (Q.B8),M,Missing Data,
MHHCV,Facility provides testing for Hepatitis C (HCV) (Q.B8),0,No,
MHHCV,Facility provides testing for Hepatitis C (HCV) (Q.B8),1,Yes,
MHHCV,Facility provides testing for Hepatitis C (HCV) (Q.B8),L,Logical Skip,
MHHCV,Facility provides testing for Hepatitis C (HCV) (Q.B8),M,Missing Data,
MHLAB,Facility provides laboratory testing (Q.B8),0,No,
MHLAB,Facility provides laboratory testing (Q.B8),1,Yes,
MHLAB,Facility provides laboratory testing (Q.B8),L,Logical Skip,
MHLAB,Facility provides laboratory testing (Q.B8),M,Missing Data,
MHMETSYNMON,Facility provides metabolic syndrome monitoring (Q.B8),0,No,
MHMETSYNMON,Facility provides metabolic syndrome monitoring (Q.B8),1,Yes,
MHMETSYNMON,Facility provides metabolic syndrome monitoring (Q.B8),L,Logical Skip,
MHMETSYNMON,Facility provides metabolic syndrome monitoring (Q.B8),M,Missing Data,
MHHIV,Facility provides HIV testing (Q.B8),0,No,
MHHIV,Facility provides HIV testing (Q.B8),1,Yes,
MHHIV,Facility provides HIV testing (Q.B8),L,Logical Skip,
MHHIV,Facility provides HIV testing (Q.B8),M,Missing Data,
MHSTD,Facility provides sexually transmitted disease (STD) testing (Q.B8),0,No,
MHSTD,Facility provides sexually transmitted disease (STD) testing (Q.B8),1,Yes,
MHSTD,Facility provides sexually transmitted disease (STD) testing (Q.B8),L,Logical Skip,
MHSTD,Facility provides sexually transmitted disease (STD) testing (Q.B8),M,Missing Data,
MHTB,Facility provides tuberculosis (TB) screening (Q.B8),0,No,
MHTB,Facility provides tuberculosis (TB) screening (Q.B8),1,Yes,
MHTB,Facility provides tuberculosis (TB) screening (Q.B8),L,Logical Skip,
MHTB,Facility provides tuberculosis (TB) screening (Q.B8),M,Missing Data,
MHTOBACCOUSE,Facility provides screening for tobacco use (Q.B8),0,No,
MHTOBACCOUSE,Facility provides screening for tobacco use (Q.B8),1,Yes,
MHTOBACCOUSE,Facility provides screening for tobacco use (Q.B8),L,Logical Skip,
MHTOBACCOUSE,Facility provides screening for tobacco use (Q.B8),M,Missing Data,
MHTOBACCOCESS,Facility provides smoking/vaping/tobacco cessation counseling (Q.B8),0,No,
MHTOBACCOCESS,Facility provides smoking/vaping/tobacco cessation counseling (Q.B8),1,Yes,
MHTOBACCOCESS,Facility provides smoking/vaping/tobacco cessation counseling (Q.B8),L,Logical Skip,
MHTOBACCOCESS,Facility provides smoking/vaping/tobacco cessation counseling (Q.B8),M,Missing Data,
MHNICOTINEREP,Facility provides nicotine replacement therapy (Q.B8),0,No,
MHNICOTINEREP,Facility provides nicotine replacement therapy (Q.B8),1,Yes,
MHNICOTINEREP,Facility provides nicotine replacement therapy (Q.B8),L,Logical Skip,
MHNICOTINEREP,Facility provides nicotine replacement therapy (Q.B8),M,Missing Data,
SMOKINGCESSATION,Facility provides non-nicotine smoking/tobacco cessation medications (Q.B8),0,No,
SMOKINGCESSATION,Facility provides non-nicotine smoking/tobacco cessation medications (Q.B8),1,Yes,
SMOKINGCESSATION,Facility provides non-nicotine smoking/tobacco cessation medications (Q.B8),L,Logical Skip,
SMOKINGCESSATION,Facility provides non-nicotine smoking/tobacco cessation medications (Q.B8),M,Missing Data,
MHOTH,Facility provides other services (Q.B8),0,No,
MHOTH,Facility provides other services (Q.B8),1,Yes,
MHOTH,Facility provides other services (Q.B8),L,Logical Skip,
MHOTH,Facility provides other services (Q.B8),M,Missing Data,
MHNOSVCS,Facility provides none of these services and practices (Q.B8),0,No,
MHNOSVCS,Facility provides none of these services and practices (Q.B8),1,Yes,
MHNOSVCS,Facility provides none of these services and practices (Q.B8),L,Logical Skip,
MHNOSVCS,Facility provides none of these services and practices (Q.B8),M,Missing Data,
COOCDETOX,Service provided detoxification (medical withdrawal) for co-occurring clients (Q.B9),0,No,
COOCDETOX,Service provided detoxification (medical withdrawal) for co-occurring clients (Q.B9),1,Yes,
COOCDETOX,Service provided detoxification (medical withdrawal) for co-occurring clients (Q.B9),L,Logical Skip,
COOCDETOX,Service provided detoxification (medical withdrawal) for co-occurring clients (Q.B9),M,Missing Data,
COOCMATAUD,Service provided medication-assisted treatment (MAT) for Alcohol Use Disorder (AUD),0,No,
COOCMATAUD,Service provided medication-assisted treatment (MAT) for Alcohol Use Disorder (AUD),1,Yes,
COOCMATAUD,Service provided medication-assisted treatment (MAT) for Alcohol Use Disorder (AUD),L,Logical Skip,
COOCMATAUD,Service provided medication-assisted treatment (MAT) for Alcohol Use Disorder (AUD),M,Missing Data,
COOCMATOUD,Service provided medication-assisted treatment (MAT) for Opioid Use Disorder (OUD),0,No,
COOCMATOUD,Service provided medication-assisted treatment (MAT) for Opioid Use Disorder (OUD),1,Yes,
COOCMATOUD,Service provided medication-assisted treatment (MAT) for Opioid Use Disorder (OUD),L,Logical Skip,
COOCMATOUD,Service provided medication-assisted treatment (MAT) for Opioid Use Disorder (OUD),M,Missing Data,
COOCIDVCNSL,Service provided individual counseling for co-occurring clients (Q.B9),0,No,
COOCIDVCNSL,Service provided individual counseling for co-occurring clients (Q.B9),1,Yes,
COOCIDVCNSL,Service provided individual counseling for co-occurring clients (Q.B9),L,Logical Skip,
COOCIDVCNSL,Service provided individual counseling for co-occurring clients (Q.B9),M,Missing Data,
COOCGRPCNSL,Service provided group counseling for co-occurring clients (Q.B9),0,No,
COOCGRPCNSL,Service provided group counseling for co-occurring clients (Q.B9),1,Yes,
COOCGRPCNSL,Service provided group counseling for co-occurring clients (Q.B9),L,Logical Skip,
COOCGRPCNSL,Service provided group counseling for co-occurring clients (Q.B9),M,Missing Data,
COOC12STEP,Service provided 12-step groups for co-occurring clients (Q.B9),0,No,
COOC12STEP,Service provided 12-step groups for co-occurring clients (Q.B9),1,Yes,
COOC12STEP,Service provided 12-step groups for co-occurring clients (Q.B9),L,Logical Skip,
COOC12STEP,Service provided 12-step groups for co-occurring clients (Q.B9),M,Missing Data,
COOCCASEMGMT,Service provided co-occurring case management (Q.B9),0,No,
COOCCASEMGMT,Service provided co-occurring case management (Q.B9),1,Yes,
COOCCASEMGMT,Service provided co-occurring case management (Q.B9),L,Logical Skip,
COOCCASEMGMT,Service provided co-occurring case management (Q.B9),M,Missing Data,
COOCOTH,"Service provided, other for co-occurring clients (Q.B9)",0,No,
COOCOTH,"Service provided, other for co-occurring clients (Q.B9)",1,Yes,
COOCOTH,"Service provided, other for co-occurring clients (Q.B9)",L,Logical Skip,
COOCOTH,"Service provided, other for co-occurring clients (Q.B9)",M,Missing Data,
NOCOOCSRVCS,Facility provides none of these co-occurring services (Q.B9),0,No,
NOCOOCSRVCS,Facility provides none of these co-occurring services (Q.B9),1,Yes,
NOCOOCSRVCS,Facility provides none of these co-occurring services (Q.B9),L,Logical Skip,
NOCOOCSRVCS,Facility provides none of these co-occurring services (Q.B9),M,Missing Data,
YNGCHLD,Accept for treatment of young children (0-5) (Q.B10),0,No,
YNGCHLD,Accept for treatment of young children (0-5) (Q.B10),1,Yes,
YNGCHLD,Accept for treatment of young children (0-5) (Q.B10),L,Logical Skip,
YNGCHLD,Accept for treatment of young children (0-5) (Q.B10),M,Missing Data,
CHILDREN,Accept for treatment of children (6-12) (Q.B10),0,No,
CHILDREN,Accept for treatment of children (6-12) (Q.B10),1,Yes,
CHILDREN,Accept for treatment of children (6-12) (Q.B10),L,Logical Skip,
CHILDREN,Accept for treatment of children (6-12) (Q.B10),M,Missing Data,
ADOLES,Accept for treatment of adolescents (13-17) (Q.B10),0,No,
ADOLES,Accept for treatment of adolescents (13-17) (Q.B10),1,Yes,
ADOLES,Accept for treatment of adolescents (13-17) (Q.B10),L,Logical Skip,
ADOLES,Accept for treatment of adolescents (13-17) (Q.B10),M,Missing Data,
YOUNGADULTS,Accept for treatment of young adults (18-25) (Q.B10),0,No,
YOUNGADULTS,Accept for treatment of young adults (18-25) (Q.B10),1,Yes,
YOUNGADULTS,Accept for treatment of young adults (18-25) (Q.B10),L,Logical Skip,
YOUNGADULTS,Accept for treatment of young adults (18-25) (Q.B10),M,Missing Data,
ADULT,Accept for treatment of adults (26-64) (Q.B10),0,No,
ADULT,Accept for treatment of adults (26-64) (Q.B10),1,Yes,
ADULT,Accept for treatment of adults (26-64) (Q.B10),L,Logical Skip,
ADULT,Accept for treatment of adults (26-64) (Q.B10),M,Missing Data,
SENIORS,Accept for treatment of older adults (65 or older) (Q.B10),0,No,
SENIORS,Accept for treatment of older adults (65 or older) (Q.B10),1,Yes,
SENIORS,Accept for treatment of older adults (65 or older) (Q.B10),L,Logical Skip,
SENIORS,Accept for treatment of older adults (65 or older) (Q.B10),M,Missing Data,
SED,Specially designed program/group for children with Serious Emotional Disturbance (SED) (Q.B11),0,No,
SED,Specially designed program/group for children with Serious Emotional Disturbance (SED) (Q.B11),1,Yes,
SED,Specially designed program/group for children with Serious Emotional Disturbance (SED) (Q.B11),L,Logical Skip,
SED,Specially designed program/group for children with Serious Emotional Disturbance (SED) (Q.B11),M,Missing Data,
TAYOUNGADULTS,Specially designed program/group for young adults (Q.B11),0,No,
TAYOUNGADULTS,Specially designed program/group for young adults (Q.B11),1,Yes,
TAYOUNGADULTS,Specially designed program/group for young adults (Q.B11),L,Logical Skip,
TAYOUNGADULTS,Specially designed program/group for young adults (Q.B11),M,Missing Data,
SPMI,Specially designed program/group for serious mental illness (SMI) (Q.B11),0,No,
SPMI,Specially designed program/group for serious mental illness (SMI) (Q.B11),1,Yes,
SPMI,Specially designed program/group for serious mental illness (SMI) (Q.B11),L,Logical Skip,
SPMI,Specially designed program/group for serious mental illness (SMI) (Q.B11),M,Missing Data,
SRVC63_MH,Specially designed program/group for older adults (Q.B11),0,No,
SRVC63_MH,Specially designed program/group for older adults (Q.B11),1,Yes,
SRVC63_MH,Specially designed program/group for older adults (Q.B11),L,Logical Skip,
SRVC63_MH,Specially designed program/group for older adults (Q.B11),M,Missing Data,
ALZHDEMENTIA,Specially designed program/group for Alzheimer or dementia (Q.B11),0,No,
ALZHDEMENTIA,Specially designed program/group for Alzheimer or dementia (Q.B11),1,Yes,
ALZHDEMENTIA,Specially designed program/group for Alzheimer or dementia (Q.B11),L,Logical Skip,
ALZHDEMENTIA,Specially designed program/group for Alzheimer or dementia (Q.B11),M,Missing Data,
SRVC31_MH,Specially designed program/group for co-occurring clients (Q.B11),0,No,
SRVC31_MH,Specially designed program/group for co-occurring clients (Q.B11),1,Yes,
SRVC31_MH,Specially designed program/group for co-occurring clients (Q.B11),L,Logical Skip,
SRVC31_MH,Specially designed program/group for co-occurring clients (Q.B11),M,Missing Data,
SPECGRPEATING,Specially designed program/group for eating disorders (Q.B11),0,No,
SPECGRPEATING,Specially designed program/group for eating disorders (Q.B11),1,Yes,
SPECGRPEATING,Specially designed program/group for eating disorders (Q.B11),L,Logical Skip,
SPECGRPEATING,Specially designed program/group for eating disorders (Q.B11),M,Missing Data,
FIRSTEPPSYCH,Specially designed program/group for first-episode psychosis (Q.B11),0,No,
FIRSTEPPSYCH,Specially designed program/group for first-episode psychosis (Q.B11),1,Yes,
FIRSTEPPSYCH,Specially designed program/group for first-episode psychosis (Q.B11),L,Logical Skip,
FIRSTEPPSYCH,Specially designed program/group for first-episode psychosis (Q.B11),M,Missing Data,
SRVC122_MH,Specially designed program/group for domestic violence (Q.B11),0,No,
SRVC122_MH,Specially designed program/group for domestic violence (Q.B11),1,Yes,
SRVC122_MH,Specially designed program/group for domestic violence (Q.B11),L,Logical Skip,
SRVC122_MH,Specially designed program/group for domestic violence (Q.B11),M,Missing Data,
POSTTRAUM,Specially designed program/group for post-traumatic stress disorder (PTSD) (Q.B11),0,No,
POSTTRAUM,Specially designed program/group for post-traumatic stress disorder (PTSD) (Q.B11),1,Yes,
POSTTRAUM,Specially designed program/group for post-traumatic stress disorder (PTSD) (Q.B11),L,Logical Skip,
POSTTRAUM,Specially designed program/group for post-traumatic stress disorder (PTSD) (Q.B11),M,Missing Data,
SRVC116_MH,Specially designed program/group for who has experienced trauma (Q.B11),0,No,
SRVC116_MH,Specially designed program/group for who has experienced trauma (Q.B11),1,Yes,
SRVC116_MH,Specially designed program/group for who has experienced trauma (Q.B11),L,Logical Skip,
SRVC116_MH,Specially designed program/group for who has experienced trauma (Q.B11),M,Missing Data,
TRAUMATICBRAIN,Specially designed program/group for traumatic brain injury (Q.B11),0,No,
TRAUMATICBRAIN,Specially designed program/group for traumatic brain injury (Q.B11),1,Yes,
TRAUMATICBRAIN,Specially designed program/group for traumatic brain injury (Q.B11),L,Logical Skip,
TRAUMATICBRAIN,Specially designed program/group for traumatic brain injury (Q.B11),M,Missing Data,
SRVC113_MH,Specially designed program/group for Veterans (Q.B11),0,No,
SRVC113_MH,Specially designed program/group for Veterans (Q.B11),1,Yes,
SRVC113_MH,Specially designed program/group for Veterans (Q.B11),L,Logical Skip,
SRVC113_MH,Specially designed program/group for Veterans (Q.B11),M,Missing Data,
SRVC114_MH,Specially designed program/group for active duty military (Q.B11),0,No,
SRVC114_MH,Specially designed program/group for active duty military (Q.B11),1,Yes,
SRVC114_MH,Specially designed program/group for active duty military (Q.B11),L,Logical Skip,
SRVC114_MH,Specially designed program/group for active duty military (Q.B11),M,Missing Data,
SRVC115_MH,Specially designed program/group for members of military families (Q.B11),0,No,
SRVC115_MH,Specially designed program/group for members of military families (Q.B11),1,Yes,
SRVC115_MH,Specially designed program/group for members of military families (Q.B11),L,Logical Skip,
SRVC115_MH,Specially designed program/group for members of military families (Q.B11),M,Missing Data,
SRVC62_MH,"Specially designed program/group for lesbian, gay, bisexual, transgender, or",0,No,
SRVC62_MH,"Specially designed program/group for lesbian, gay, bisexual, transgender, or",1,Yes,
SRVC62_MH,"Specially designed program/group for lesbian, gay, bisexual, transgender, or",L,Logical Skip,
SRVC62_MH,"Specially designed program/group for lesbian, gay, bisexual, transgender, or",M,Missing Data,
SRVC61_MH,Specially designed program/group for forensic clients (Q.B11),0,No,
SRVC61_MH,Specially designed program/group for forensic clients (Q.B11),1,Yes,
SRVC61_MH,Specially designed program/group for forensic clients (Q.B11),L,Logical Skip,
SRVC61_MH,Specially designed program/group for forensic clients (Q.B11),M,Missing Data,
SRVC32_MH,Specially designed program/group for HIV/AIDS (Q.B11),0,No,
SRVC32_MH,Specially designed program/group for HIV/AIDS (Q.B11),1,Yes,
SRVC32_MH,Specially designed program/group for HIV/AIDS (Q.B11),L,Logical Skip,
SRVC32_MH,Specially designed program/group for HIV/AIDS (Q.B11),M,Missing Data,
SRVC35_MH,Specially designed program/group for other groups (Q.B11),0,No,
SRVC35_MH,Specially designed program/group for other groups (Q.B11),1,Yes,
SRVC35_MH,Specially designed program/group for other groups (Q.B11),L,Logical Skip,
SRVC35_MH,Specially designed program/group for other groups (Q.B11),M,Missing Data,
NOSPECGRP_MH,"No dedicated, exclusively designed programs or groups are offered (Q.B11)",0,No,
NOSPECGRP_MH,"No dedicated, exclusively designed programs or groups are offered (Q.B11)",1,Yes,
NOSPECGRP_MH,"No dedicated, exclusively designed programs or groups are offered (Q.B11)",L,Logical Skip,
NOSPECGRP_MH,"No dedicated, exclusively designed programs or groups are offered (Q.B11)",M,Missing Data,
CRISISTEAM2,Crisis intervention treatment team offered by facility (Q.B12),0,No,
CRISISTEAM2,Crisis intervention treatment team offered by facility (Q.B12),1,Yes,
CRISISTEAM2,Crisis intervention treatment team offered by facility (Q.B12),L,Logical Skip,
CRISISTEAM2,Crisis intervention treatment team offered by facility (Q.B12),M,Missing Data,
PSYCHON,Services for psychiatric emergencies onsite (Q.B13),0,No,
PSYCHON,Services for psychiatric emergencies onsite (Q.B13),1,Yes,
PSYCHON,Services for psychiatric emergencies onsite (Q.B13),L,Logical Skip,
PSYCHON,Services for psychiatric emergencies onsite (Q.B13),M,Missing Data,
PSYCHOFF,Mobile/off-site psychiatric crisis services (Q.B14),0,No,
PSYCHOFF,Mobile/off-site psychiatric crisis services (Q.B14),1,Yes,
PSYCHOFF,Mobile/off-site psychiatric crisis services (Q.B14),L,Logical Skip,
PSYCHOFF,Mobile/off-site psychiatric crisis services (Q.B14),M,Missing Data,
SIGNLANG_MH,Mental health treatment in sign language (Q.B15),0,No,
SIGNLANG_MH,Mental health treatment in sign language (Q.B15),1,Yes,
SIGNLANG_MH,Mental health treatment in sign language (Q.B15),L,Logical Skip,
SIGNLANG_MH,Mental health treatment in sign language (Q.B15),M,Missing Data,
LANG_MH,Mental health treatment in language other than English (Q.B16),0,No,
LANG_MH,Mental health treatment in language other than English (Q.B16),1,Yes,
LANG_MH,Mental health treatment in language other than English (Q.B16),L,Logical Skip,
LANG_MH,Mental health treatment in language other than English (Q.B16),M,Missing Data,
LANGPROV_MH,Mental health treatment language provided by staff/interpreter/both (Q.B16a),1,Staff counselor who speaks a language other than English,
LANGPROV_MH,Mental health treatment language provided by staff/interpreter/both (Q.B16a),2,On-call interpreter brought in when needed,
LANGPROV_MH,Mental health treatment language provided by staff/interpreter/both (Q.B16a),3,Both staff counselor and on-call interpreter,
LANGPROV_MH,Mental health treatment language provided by staff/interpreter/both (Q.B16a),L,Logical Skip,
LANGPROV_MH,Mental health treatment language provided by staff/interpreter/both (Q.B16a),M,Missing Data,
LANG16_MH,Do staff provide mental health treatment in Spanish (Q.B16a1),0,No,
LANG16_MH,Do staff provide mental health treatment in Spanish (Q.B16a1),1,Yes,
