Question_Code,Description,Answer_Code,Answer_Meaning
V0691,V0691 - CJG3_3: Specify drug(s) that were involved- Crack: Original,99,Blank
V0692,V0692 - CJG3_4: Specify drug(s) that were involved-Heroin: Original,-9,Response missing due to CAPI issue
V0692,V0692 - CJG3_4: Specify drug(s) that were involved-Heroin: Original,-8,Skipped
V0692,V0692 - CJG3_4: Specify drug(s) that were involved-Heroin: Original,4,Heroin
V0692,V0692 - CJG3_4: Specify drug(s) that were involved-Heroin: Original,99,Blank
V0693,V0693 - CJG3_5: Specify drug(s) that were involved-PCP (Angel Dust or Phencyclidine): Original,-9,Response missing due to CAPI issue
V0693,V0693 - CJG3_5: Specify drug(s) that were involved-PCP (Angel Dust or Phencyclidine): Original,-8,Skipped
V0693,V0693 - CJG3_5: Specify drug(s) that were involved-PCP (Angel Dust or Phencyclidine): Original,5,"PCP (""Angel Dust"" or Phencyclidine)"
V0693,V0693 - CJG3_5: Specify drug(s) that were involved-PCP (Angel Dust or Phencyclidine): Original,99,Blank
V0694,V0694 - CJG3_6: Specify drug(s) that were involved-Ecstasy (MDMA): Original,-9,Response missing due to CAPI issue
V0694,V0694 - CJG3_6: Specify drug(s) that were involved-Ecstasy (MDMA): Original,-8,Skipped
V0694,V0694 - CJG3_6: Specify drug(s) that were involved-Ecstasy (MDMA): Original,6,Ecstasy (MDMA)
V0694,V0694 - CJG3_6: Specify drug(s) that were involved-Ecstasy (MDMA): Original,99,Blank
V0695,"V0695 - CJG3_7: Specify drug(s) that were involved- Other Hallucinogens (LSD, Peyote, Mescaline, or Psilocybin,",-9,Response missing due to CAPI issue
V0695,"V0695 - CJG3_7: Specify drug(s) that were involved- Other Hallucinogens (LSD, Peyote, Mescaline, or Psilocybin,",-8,Skipped
V0695,"V0695 - CJG3_7: Specify drug(s) that were involved- Other Hallucinogens (LSD, Peyote, Mescaline, or Psilocybin,",7,"Other Hallucinogens (LSD, Peyote, Mescaline, or Psilocybin, found in mushrooms)"
V0695,"V0695 - CJG3_7: Specify drug(s) that were involved- Other Hallucinogens (LSD, Peyote, Mescaline, or Psilocybin,",99,Blank
V0696,"V0696 - CJG3_8: Specify drug(s) that were involved-Methamphetamine (Meth, Crystal, or Crank): Original",-9,Response missing due to CAPI issue
V0696,"V0696 - CJG3_8: Specify drug(s) that were involved-Methamphetamine (Meth, Crystal, or Crank): Original",-8,Skipped
V0696,"V0696 - CJG3_8: Specify drug(s) that were involved-Methamphetamine (Meth, Crystal, or Crank): Original",8,"Methamphetamine (Meth, Crystal, or Crank)"
V0696,"V0696 - CJG3_8: Specify drug(s) that were involved-Methamphetamine (Meth, Crystal, or Crank): Original",99,Blank
V0697,V0697 - CJG3_9: Specify drug(s) that were involved-Prescription Medications: Original,-9,Response missing due to CAPI issue
V0697,V0697 - CJG3_9: Specify drug(s) that were involved-Prescription Medications: Original,-8,Skipped
V0697,V0697 - CJG3_9: Specify drug(s) that were involved-Prescription Medications: Original,9,Prescription Medications
V0697,V0697 - CJG3_9: Specify drug(s) that were involved-Prescription Medications: Original,99,Blank
V0698,V0698 - CJG3_10: Specify drug(s) that were involved-Other: Original,-9,Response missing due to CAPI issue
V0698,V0698 - CJG3_10: Specify drug(s) that were involved-Other: Original,-8,Skipped
V0698,V0698 - CJG3_10: Specify drug(s) that were involved-Other: Original,10,Other
V0698,V0698 - CJG3_10: Specify drug(s) that were involved-Other: Original,99,Blank
V0699,V0699 - CJG3_11: Specify drug(s) that were involved-DK/REF: Original,-9,Response missing due to CAPI issue
V0699,V0699 - CJG3_11: Specify drug(s) that were involved-DK/REF: Original,-8,Skipped
V0699,V0699 - CJG3_11: Specify drug(s) that were involved-DK/REF: Original,7,Don't Know
V0699,V0699 - CJG3_11: Specify drug(s) that were involved-DK/REF: Original,8,Refusal
V0699,V0699 - CJG3_11: Specify drug(s) that were involved-DK/REF: Original,9,Blank
V0700,V0700 - CJG3_12: Specify drug(s) that were involved-Item Flag: Original,-9,Response missing due to CAPI issue
V0700,V0700 - CJG3_12: Specify drug(s) that were involved-Item Flag: Original,-8,Skipped
V0700,V0700 - CJG3_12: Specify drug(s) that were involved-Item Flag: Original,0,Not answered due to question skip
V0700,V0700 - CJG3_12: Specify drug(s) that were involved-Item Flag: Original,1,Contained at least one valid response entry
V0700,V0700 - CJG3_12: Specify drug(s) that were involved-Item Flag: Original,2,Missing in-universe
V0700,V0700 - CJG3_12: Specify drug(s) that were involved-Item Flag: Original,7,Contained a don't know response
V0700,V0700 - CJG3_12: Specify drug(s) that were involved-Item Flag: Original,8,Refusal
V0701,V0701 - VARIABLE NOT USED,9999,Variable Not Used
V0702,V0702 - VARIABLE NOT USED,9999,Variable Not Used
V0703,V0703 - VARIABLE NOT USED,9999,Variable Not Used
V0704,V0704 - VARIABLE NOT USED,9999,Variable Not Used
V0705,V0705 - VARIABLE NOT USED,9999,Variable Not Used
V0706,V0706 - VARIABLE NOT USED,9999,Variable Not Used
V0707,V0707 - VARIABLE NOT USED,9999,Variable Not Used
V0708,V0708 - VARIABLE NOT USED,9999,Variable Not Used
V0709,V0709 - VARIABLE NOT USED,9999,Variable Not Used
V0710,V0710 - VARIABLE NOT USED,9999,Variable Not Used
V0711,V0711 - VARIABLE NOT USED,9999,Variable Not Used
V0712,V0712 - VARIABLE NOT USED,9999,Variable Not Used
V0713,V0713 - VARIABLE NOT USED,9999,Variable Not Used
V0714,V0714 - VARIABLE NOT USED,9999,Variable Not Used
V0715,V0715 - VARIABLE NOT USED,9999,Variable Not Used
V0716,V0716 - VARIABLE NOT USED,9999,Variable Not Used
V0717,V0717 - VARIABLE NOT USED,9999,Variable Not Used
V0718,V0718 - VARIABLE NOT USED,9999,Variable Not Used
V0719,V0719 - VARIABLE NOT USED,9999,Variable Not Used
V0720,V0720 - VARIABLE NOT USED,9999,Variable Not Used
V0721,V0721 - CJG3a1: Amount of marijuana/hashish (units): Upcoded version,-9,Response missing due to CAPI issue
V0721,V0721 - CJG3a1: Amount of marijuana/hashish (units): Upcoded version,-8,Skipped
V0721,V0721 - CJG3a1: Amount of marijuana/hashish (units): Upcoded version,-2,Refusal
V0721,V0721 - CJG3a1: Amount of marijuana/hashish (units): Upcoded version,-1,Don't Know
V0721,V0721 - CJG3a1: Amount of marijuana/hashish (units): Upcoded version,1,Joints
V0721,V0721 - CJG3a1: Amount of marijuana/hashish (units): Upcoded version,2,Grams
V0721,V0721 - CJG3a1: Amount of marijuana/hashish (units): Upcoded version,3,Kilograms
V0721,V0721 - CJG3a1: Amount of marijuana/hashish (units): Upcoded version,4,Ounces
V0721,V0721 - CJG3a1: Amount of marijuana/hashish (units): Upcoded version,5,Pounds
V0721,V0721 - CJG3a1: Amount of marijuana/hashish (units): Upcoded version,6,Tons
V0721,V0721 - CJG3a1: Amount of marijuana/hashish (units): Upcoded version,7,Other
V0722,V0722 - CJG3a2: Amount of marijuana/hashish: Upcoded version,-9,Response missing due to CAPI issue
V0722,V0722 - CJG3a2: Amount of marijuana/hashish: Upcoded version,-8,Skipped
V0722,V0722 - CJG3a2: Amount of marijuana/hashish: Upcoded version,-2,Refusal
V0722,V0722 - CJG3a2: Amount of marijuana/hashish: Upcoded version,-1,Don't Know
V0723,V0723 - CJG3b1: Amount of cocaine (units): Upcoded version,-9,Response missing due to CAPI issue
V0723,V0723 - CJG3b1: Amount of cocaine (units): Upcoded version,-8,Skipped
V0723,V0723 - CJG3b1: Amount of cocaine (units): Upcoded version,-2,Refusal
V0723,V0723 - CJG3b1: Amount of cocaine (units): Upcoded version,-1,Don't Know
V0723,V0723 - CJG3b1: Amount of cocaine (units): Upcoded version,1,Milligrams
V0723,V0723 - CJG3b1: Amount of cocaine (units): Upcoded version,2,Grams
V0723,V0723 - CJG3b1: Amount of cocaine (units): Upcoded version,3,Kilograms
V0723,V0723 - CJG3b1: Amount of cocaine (units): Upcoded version,4,Ounces
V0723,V0723 - CJG3b1: Amount of cocaine (units): Upcoded version,5,Pounds
V0723,V0723 - CJG3b1: Amount of cocaine (units): Upcoded version,6,Rocks
V0723,V0723 - CJG3b1: Amount of cocaine (units): Upcoded version,7,Other
V0724,V0724 - CJG3b2: Amount of cocaine: Upcoded version,-9,Response missing due to CAPI issue
V0724,V0724 - CJG3b2: Amount of cocaine: Upcoded version,-8,Skipped
V0724,V0724 - CJG3b2: Amount of cocaine: Upcoded version,-2,Refusal
V0724,V0724 - CJG3b2: Amount of cocaine: Upcoded version,-1,Don't Know
V0725,V0725 - CJG3c1: Amount of crack (units): Upcoded version,-9,Response missing due to CAPI issue
V0725,V0725 - CJG3c1: Amount of crack (units): Upcoded version,-8,Skipped
V0725,V0725 - CJG3c1: Amount of crack (units): Upcoded version,-2,Refusal
V0725,V0725 - CJG3c1: Amount of crack (units): Upcoded version,-1,Don't Know
V0725,V0725 - CJG3c1: Amount of crack (units): Upcoded version,-9,Response missing due to CAPI issue
V0725,V0725 - CJG3c1: Amount of crack (units): Upcoded version,-8,Skipped
V0725,V0725 - CJG3c1: Amount of crack (units): Upcoded version,-2,Refusal
V0725,V0725 - CJG3c1: Amount of crack (units): Upcoded version,-1,Don't Know
V0725,V0725 - CJG3c1: Amount of crack (units): Upcoded version,1,Milligrams
V0725,V0725 - CJG3c1: Amount of crack (units): Upcoded version,2,Grams
V0725,V0725 - CJG3c1: Amount of crack (units): Upcoded version,3,Kilograms
V0725,V0725 - CJG3c1: Amount of crack (units): Upcoded version,4,Ounces
V0725,V0725 - CJG3c1: Amount of crack (units): Upcoded version,5,Pounds
V0725,V0725 - CJG3c1: Amount of crack (units): Upcoded version,6,Tons
V0725,V0725 - CJG3c1: Amount of crack (units): Upcoded version,7,Other
V0726,V0726 - CJG3c2: Amount of crack: Upcoded version,-9,Response missing due to CAPI issue
V0726,V0726 - CJG3c2: Amount of crack: Upcoded version,-8,Skipped
V0726,V0726 - CJG3c2: Amount of crack: Upcoded version,-2,Refusal
V0726,V0726 - CJG3c2: Amount of crack: Upcoded version,-1,Don't Know
V0727,V0727 - CJG3d1: Amount of heroin (units): Upcoded version,-9,Response missing due to CAPI issue
V0727,V0727 - CJG3d1: Amount of heroin (units): Upcoded version,-8,Skipped
V0727,V0727 - CJG3d1: Amount of heroin (units): Upcoded version,-2,Refusal
V0727,V0727 - CJG3d1: Amount of heroin (units): Upcoded version,-1,Don't Know
V0727,V0727 - CJG3d1: Amount of heroin (units): Upcoded version,1,Milligrams
V0727,V0727 - CJG3d1: Amount of heroin (units): Upcoded version,2,Grams
V0727,V0727 - CJG3d1: Amount of heroin (units): Upcoded version,3,Kilograms
V0727,V0727 - CJG3d1: Amount of heroin (units): Upcoded version,4,Ounces
V0727,V0727 - CJG3d1: Amount of heroin (units): Upcoded version,5,Pounds
V0727,V0727 - CJG3d1: Amount of heroin (units): Upcoded version,6,Tons
V0727,V0727 - CJG3d1: Amount of heroin (units): Upcoded version,7,Other
V0728,V0728 - CJG3d2: Amount of heroin: Upcoded version,-9,Response missing due to CAPI issue
V0728,V0728 - CJG3d2: Amount of heroin: Upcoded version,-8,Skipped
V0728,V0728 - CJG3d2: Amount of heroin: Upcoded version,-2,Refusal
V0728,V0728 - CJG3d2: Amount of heroin: Upcoded version,-1,Don't Know
V0729,V0729 - CJG3e1: Amount of PCP (units): Upcoded version,-9,Response missing due to CAPI issue
V0729,V0729 - CJG3e1: Amount of PCP (units): Upcoded version,-8,Skipped
V0729,V0729 - CJG3e1: Amount of PCP (units): Upcoded version,-2,Refusal
V0729,V0729 - CJG3e1: Amount of PCP (units): Upcoded version,-1,Don't Know
V0729,V0729 - CJG3e1: Amount of PCP (units): Upcoded version,1,Pills/Capsules
V0729,V0729 - CJG3e1: Amount of PCP (units): Upcoded version,2,Grams
V0729,V0729 - CJG3e1: Amount of PCP (units): Upcoded version,3,Kilograms
V0729,V0729 - CJG3e1: Amount of PCP (units): Upcoded version,4,Ounces
V0729,V0729 - CJG3e1: Amount of PCP (units): Upcoded version,5,Pounds
V0729,V0729 - CJG3e1: Amount of PCP (units): Upcoded version,6,Liters
V0729,V0729 - CJG3e1: Amount of PCP (units): Upcoded version,7,Gallons
V0729,V0729 - CJG3e1: Amount of PCP (units): Upcoded version,8,Other
V0730,V0730 - CJG3e2: Amount of PCP: Upcoded version,-9,Response missing due to CAPI issue
V0730,V0730 - CJG3e2: Amount of PCP: Upcoded version,-8,Skipped
V0730,V0730 - CJG3e2: Amount of PCP: Upcoded version,-2,Refusal
V0730,V0730 - CJG3e2: Amount of PCP: Upcoded version,-1,Don't Know
V0731,V0731 - CJG3f1: Amount of ecstasy (units): Upcoded version,-9,Response missing due to CAPI issue
V0731,V0731 - CJG3f1: Amount of ecstasy (units): Upcoded version,-8,Skipped
V0731,V0731 - CJG3f1: Amount of ecstasy (units): Upcoded version,-2,Refusal
V0731,V0731 - CJG3f1: Amount of ecstasy (units): Upcoded version,-1,Don't Know
V0731,V0731 - CJG3f1: Amount of ecstasy (units): Upcoded version,1,Pills
V0731,V0731 - CJG3f1: Amount of ecstasy (units): Upcoded version,2,Grams
V0731,V0731 - CJG3f1: Amount of ecstasy (units): Upcoded version,3,Kilograms
V0731,V0731 - CJG3f1: Amount of ecstasy (units): Upcoded version,4,Ounces
V0731,V0731 - CJG3f1: Amount of ecstasy (units): Upcoded version,5,Pounds
V0731,V0731 - CJG3f1: Amount of ecstasy (units): Upcoded version,6,Liters
V0731,V0731 - CJG3f1: Amount of ecstasy (units): Upcoded version,7,Gallons
V0731,V0731 - CJG3f1: Amount of ecstasy (units): Upcoded version,8,Other
V0732,V0732 - CJG3f2: Amount of ecstasy: Upcoded version,-9,Response missing due to CAPI issue
V0732,V0732 - CJG3f2: Amount of ecstasy: Upcoded version,-8,Skipped
V0732,V0732 - CJG3f2: Amount of ecstasy: Upcoded version,-2,Refusal
V0732,V0732 - CJG3f2: Amount of ecstasy: Upcoded version,-1,Don't Know
V0733,V0733 - CJG3g1: Amount of other hallucinogens (units): Upcoded version,-9,Response missing due to CAPI issue
V0733,V0733 - CJG3g1: Amount of other hallucinogens (units): Upcoded version,-8,Skipped
V0733,V0733 - CJG3g1: Amount of other hallucinogens (units): Upcoded version,-2,Refusal
V0733,V0733 - CJG3g1: Amount of other hallucinogens (units): Upcoded version,-1,Don't Know
V0733,V0733 - CJG3g1: Amount of other hallucinogens (units): Upcoded version,1,Pills
V0733,V0733 - CJG3g1: Amount of other hallucinogens (units): Upcoded version,2,"Papers, Squares, Windowpanes, Cubes"
V0733,V0733 - CJG3g1: Amount of other hallucinogens (units): Upcoded version,3,Grams
V0733,V0733 - CJG3g1: Amount of other hallucinogens (units): Upcoded version,4,Kilograms
V0733,V0733 - CJG3g1: Amount of other hallucinogens (units): Upcoded version,5,Ounces
V0733,V0733 - CJG3g1: Amount of other hallucinogens (units): Upcoded version,6,Pounds
V0733,V0733 - CJG3g1: Amount of other hallucinogens (units): Upcoded version,7,Liters
V0733,V0733 - CJG3g1: Amount of other hallucinogens (units): Upcoded version,8,Gallons
V0733,V0733 - CJG3g1: Amount of other hallucinogens (units): Upcoded version,9,Other
V0734,V0734 - CJG3g2: Amount of other hallucinogens: Upcoded version,-9,Response missing due to CAPI issue
V0734,V0734 - CJG3g2: Amount of other hallucinogens: Upcoded version,-8,Skipped
V0734,V0734 - CJG3g2: Amount of other hallucinogens: Upcoded version,-2,Refusal
V0734,V0734 - CJG3g2: Amount of other hallucinogens: Upcoded version,-1,Don't Know
V0735,V0735 - CJG3h1: Amount of methamphetamine (units): Upcoded version,-9,Response missing due to CAPI issue
V0735,V0735 - CJG3h1: Amount of methamphetamine (units): Upcoded version,-8,Skipped
V0735,V0735 - CJG3h1: Amount of methamphetamine (units): Upcoded version,-2,Refusal
V0735,V0735 - CJG3h1: Amount of methamphetamine (units): Upcoded version,-1,Don't Know
V0735,V0735 - CJG3h1: Amount of methamphetamine (units): Upcoded version,1,Milligrams
V0735,V0735 - CJG3h1: Amount of methamphetamine (units): Upcoded version,2,Grams
V0735,V0735 - CJG3h1: Amount of methamphetamine (units): Upcoded version,3,Kilograms
V0735,V0735 - CJG3h1: Amount of methamphetamine (units): Upcoded version,4,Ounces
V0735,V0735 - CJG3h1: Amount of methamphetamine (units): Upcoded version,5,Pounds
V0735,V0735 - CJG3h1: Amount of methamphetamine (units): Upcoded version,6,Rocks
V0735,V0735 - CJG3h1: Amount of methamphetamine (units): Upcoded version,7,Other
V0736,V0736 - CJG3h2: Amount of methamphetamine: Upcoded version,-9,Response missing due to CAPI issue
V0736,V0736 - CJG3h2: Amount of methamphetamine: Upcoded version,-8,Skipped
V0736,V0736 - CJG3h2: Amount of methamphetamine: Upcoded version,-2,Refusal
V0736,V0736 - CJG3h2: Amount of methamphetamine: Upcoded version,-1,Don't Know
V0737,V0737 - CJG3i1: Amount of prescription medications (units): Upcoded version,-9,Response missing due to CAPI issue
V0737,V0737 - CJG3i1: Amount of prescription medications (units): Upcoded version,-8,Skipped
V0737,V0737 - CJG3i1: Amount of prescription medications (units): Upcoded version,-2,Refusal
V0737,V0737 - CJG3i1: Amount of prescription medications (units): Upcoded version,-1,Don't Know
